0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.06558481835102725,-0.06491001804718621,-0.06352210545946946,-0.06135022178183647,-0.058306812020617826,-0.05430914060389114,-0.04929722665977465,-0.04325256896837004,-0.03622292784724834,-0.028343908686537134,-0.019849011446595455,-0.011070590982782846,-0.002437788651107553,0.005530846191064143,0.012245986024382205,0.017072185035246434,0.019354540821055366,0.018451096965904412,0.013768741873448676,0.004796894454557332,-0.00886470906419845,-0.027485452937170862,-0.05118959226346931,-0.07994715705632416,-0.11357040479066427,-0.15172053663802387,-0.19392430181325437,-0.23959443517806278,-0.28805447339449586,-0.338564998628371,-0.3903490541578236,-0.44262367892578425,-0.4946300119796945,-0.5456516124146873,-0.5950283844175601,-0.6421643091912586,-0.6865278764323364,-0.7276670837235883,-0.7652068000574701,-0.7988367898763187,-0.828309291218261,-0.8534267722053386,-0.8740333693422428,-0.8900056964544518,-0.9012499872090132,-0.9077050308688541,-0.9093433191725353,-0.9061745377681945,-0.8982475244617234,-0.8856476580887715,-0.8684953798253048,-0.8469433839033513,-0.8211707111613862,-0.7913766498551098,-0.7577711112303689,-0.7205612083220103,-0.6799435421841622,-0.6361051417871835,-0.589222334539869,-0.539450659546489,-0.48693741063712537,-0.43187310612847796,-0.3745180940255324,-0.3151861660717543,-0.25426405735781543,-0.19223090420125288,-0.12967584191619608,-0.06730876179926781,-0.0059088698014591046,0.05371291569015568,0.11072408057646044,0.1643045569128958,0.2137034763054828,0.2582884594587256,0.29758128581647725,0.33128777367082307,0.3593247727873745,0.38183392444216224,0.3991730905346458,0.4118903000656502,0.4206895736531351,0.4263940317007524,0.42990555081009063,0.43215174512802434,0.43402577746638826,0.43633588614963514,0.43976094501383045,0.4448106397253042,0.451801856853308,0.46084794249246386,0.471851750948602,0.48451145750654234,0.4983494991641777,0.5127539979126254,0.5270222265590547,0.5404096142087695,0.5521836938461604,0.5616766221087062,0.5683356920951042,0.5717674644320141
-0.061825672162058254,-0.061143050582131764,-0.059739141328748246,-0.057542403945916476,-0.05446433403443507,-0.0504210614493843,-0.045351398827207845,-0.03923566068831974,-0.032120478691467724,-0.024140439443286255,-0.015528207744267775,-0.0066155431250081165,0.0021686815324954978,0.010305792908539502,0.01720596406782704,0.02223291732417465,0.024730557363639605,0.024055276879252574,0.019611832013794128,0.010887099693761115,-0.0025220783631567656,-0.02088834044388932,-0.04433957759171392,-0.0728497702114197,-0.10623529402414533,-0.14416149451965055,-0.18615913656455518,-0.23164466584178456,-0.2799448701264282,-0.33032297819130463,-0.3820039143304399,-0.4342056602924771,-0.4861692503627779,-0.5371770666231725,-0.5865666950190729,-0.6337386264689542,-0.6781568431634639,-0.7193638868995436,-0.7569783370422272,-0.7906829724181534,-0.8202225678045778,-0.8453921170693377,-0.8660285868064364,-0.8820019615159538,-0.8932127412651027,-0.8995952850073792,-0.9011193003357789,-0.8977936004960583,-0.8896682620947871,-0.8768321154832677,-0.8594112464118808,-0.8375660519461263,-0.8114850297635741,-0.7813781812291012,-0.7474668623205503,-0.7099698635372249,-0.6690950707977663,-0.6250397173836006,-0.5779886608090976,-0.528103802912014,-0.47553628691856886,-0.42047783353599755,-0.3631873490537032,-0.3039746365273146,-0.24322025119217017,-0.18139547968881686,-0.11908055942109286,-0.05697612407085728,0.004147658959823275,0.06348811329861803,0.12021954854739647,0.17352682122380259,0.2226618379023222,0.26699274616377977,0.3060396770493554,0.3395048532470355,0.36729990015454916,0.38956006923260134,0.4066362570657702,0.41906956254126726,0.42755766823999863,0.43291842003866066,0.4360499011359593,0.43787776782490084,0.4392953290052475,0.4411132172140668,0.44401486463510764,0.4485164330198188,0.45494297693784347,0.4634174598965899,0.4738534062934008,0.4859602198743431,0.49927170443555724,0.51318713469756,0.527014321013695,0.5400182636466155,0.551474891599625,0.5607233811565209,0.5672164430909419,0.5705642961976309
-0.05436747364342409,-0.05366866686648564,-0.05223172366005713,-0.0499838249362341,-0.0468346848924881,-0.04269830515291062,-0.03751123809429657,-0.03125158303512876,-0.02396385862380157,-0.01578073816008896,-0.006933310046250085,0.002247799836993636,0.011334240082177871,0.019807117550172393,0.027075676384370695,0.03250208289556156,0.03542799860008472,0.0352066897615515,0.031238849427495552,0.023006487337354997,0.01010087902932355,-0.007756898364789322,-0.030701788254262397,-0.058715463861759076,-0.09162234935247682,-0.1290959177628963,-0.17067483771754155,-0.21578288782949073,-0.2637533127481362,-0.31385463690106974,-0.365315599516407,-0.4173561720584047,-0.4692173327568412,-0.520179309007645,-0.5695752940597032,-0.616799082217085,-0.6613059534837475,-0.7026278722868966,-0.7403711876849428,-0.7742050656384549,-0.8038597127154645,-0.8291155139146724,-0.8497954074807268,-0.8657563989288093,-0.8768877597019724,-0.8831151738042564,-0.8844029052410036,-0.8807580808432647,-0.8722332442932981,-0.8589240510413418,-0.8409677348003157,-0.8185399009171874,-0.7918477186029378,-0.7611223442999488,-0.7266077398560782,-0.6885457697606228,-0.6471666295454952,-0.6026877417255463,-0.5553108598390395,-0.5052105109163705,-0.4525455052533971,-0.3975100050289626,-0.3403601313333411,-0.2813978547056877,-0.22099154739572668,-0.1595969860277222,-0.0977767935071654,-0.036213242598961415,0.024341470247037478,0.08310110924199421,0.1392536618013196,0.19199394499666766,0.2405796087634684,0.2843801249632065,0.32291266470545565,0.35587264670364505,0.3831616672149636,0.40490263025817796,0.4214329252809961,0.43328018485043174,0.4411297625443922,0.445789241371088,0.44814932985741507,0.44913189699720135,0.44963058304023207,0.4504607576028832,0.4523148335663194,0.45572171371642867,0.46102250954027113,0.4683590805205142,0.4776659085252959,0.4886744474794398,0.5009408188869884,0.5138861899144871,0.5268390510362622,0.5390831823927726,0.5499109846316657,0.5586754033922858,0.564839774309732,0.5680214882473962
-0.04332917022547633,-0.04260477391915174,-0.041115764837783786,-0.038787611623789076,-0.03552764178660084,-0.031247007372513735,-0.02587924197233349,-0.019399495359337493,-0.011849468310771272,-0.0033592674517990417,0.005842153297265895,0.015425727517367704,0.024963845625904924,0.0339373503295235,0.041754259388625314,0.04777466359210791,0.05133720316139545,0.051790878570173504,0.04853077621142177,0.04103213072374956,0.028878409556966744,0.011781806995301736,-0.010402663358135555,-0.03766770554410925,-0.06984935544970483,-0.10663288097926227,-0.14756849067030942,-0.19209074084326971,-0.23954244476823305,-0.2892000690660126,-0.34029819598040945,-0.39206002610323765,-0.44372681785957013,-0.494576042446937,-0.543934887463422,-0.5911877816132431,-0.6357776999689264,-0.6772215420945571,-0.7151081496208036,-0.7490871301086344,-0.7788676987813403,-0.8042091436658865,-0.8249141097673913,-0.8408208086985809,-0.8518022464984654,-0.857771545806358,-0.8586851104100646,-0.8545476846343689,-0.8454154955273339,-0.8313942575575624,-0.8126375963730794,-0.7893434660115162,-0.7617464732931438,-0.7301088693957922,-0.6947078589122242,-0.6558192598538994,-0.6137061271294613,-0.5686156619580771,-0.5207745915511879,-0.4703761674783209,-0.41759065476672674,-0.36261599351854557,-0.3057043860850541,-0.247146426393428,-0.18729265886261715,-0.12657606731443138,-0.06553329809543129,-0.004819449989952318,0.05483999268275852,0.11268336686947578,0.1679192745449143,0.2197577755114537,0.26746563950244706,0.3104150186816099,0.348119499376665,0.38026526986638487,0.4067399327190202,0.42764894565286227,0.4433104846013691,0.4542329506850109,0.46108405001299957,0.4646566612427847,0.46583093437241985,0.4655233529218634,0.46462812953141963,0.4639675932571663,0.46424727791132625,0.4660146703918997,0.4696342822319224,0.47527549434362015,0.4829033038647452,0.4922812692822305,0.5029980055349625,0.5145065512439544,0.5261654986993705,0.5372859599739854,0.5471843067377051,0.5552335214106563,0.5609123975574448,0.5638487567469497
-0.028886252669309442,-0.028125432448277365,-0.026562586272589783,-0.02412126586406771,-0.02070612478193823,-0.016225126271621093,-0.01060844076916112,-0.0038279499449629384,0.004077776551312695,0.012981514354976298,0.022656745666623124,0.032776232063341126,0.04291328147921547,0.05254850263824551,0.06108857788507294,0.06789129396365468,0.072291878785407,0.07363440691617029,0.07130736771900104,0.06477790991893073,0.05362006740202219,0.037535175144356,0.01636582730721159,-0.009894463898731942,-0.041096376824214076,-0.0769401814350914,-0.1169908937037718,-0.16069703123653767,-0.2074139468235643,-0.25642868716084877,-0.3069838367555491,-0.3583073384915707,-0.40964147911951443,-0.46026091291938087,-0.5094858730952438,-0.5566895265719296,-0.6012997917862748,-0.6428149282983924,-0.6808019481986776,-0.7148859353265635,-0.7447496696352687,-0.7701257816496678,-0.7907912090707896,-0.8065603210372387,-0.8172854781457914,-0.8228638685011447,-0.8232419670655986,-0.8184216094788468,-0.8084639074280915,-0.7934876716122403,-0.7736677968791668,-0.7492312105180048,-0.7204480898047052,-0.6876210121429267,-0.6510703240525118,-0.6111159516178333,-0.5680636959682062,-0.5221995780014055,-0.47378298121245166,-0.4230317662425165,-0.37013141630569635,-0.3152851391752023,-0.25874039302254914,-0.20077328630776492,-0.14171140673443006,-0.0819582011584572,-0.02201647594864653,0.037494260460206874,0.09588372628437014,0.15242289308105228,0.20634806099731406,0.2568901989472181,0.30332918921941143,0.3450420498249258,0.38153916643820196,0.41249621026469185,0.4377840414640417,0.45748680622158133,0.4718989518204637,0.48150497289501004,0.4869505497862008,0.4890101681178862,0.4885507692629716,0.4864821466546232,0.48369936883732123,0.48103373959872897,0.4792076219860064,0.4787923082305241,0.48018226601668346,0.48358209552672804,0.48899584294760245,0.4962281604441898,0.5049092681852159,0.5145330226428513,0.5244965701248532,0.5341460305741634,0.5428284828205818,0.5499425787853767,0.5549869133454735,0.5576026647852643
-0.011266738562369483,-0.0104569860416035,-0.008795329783097827,-0.006203477274411284,-0.0025835060730230452,0.0021596860079142743,0.008099135268352597,0.015266044705541049,0.02362481694963492,0.03305101912876296,0.04332056407488949,0.054108123824050836,0.06498805149759335,0.07544085065298134,0.08487199828758207,0.09263711443389866,0.0980681089030071,0.10050407065544675,0.09932659554687007,0.09399418641815771,0.0840705954653771,0.06924510794792127,0.0493463006862811,0.02435189361540324,-0.0056057849004105265,-0.04024462495910086,-0.07914724378643712,-0.12177896623592233,-0.1675104713344382,-0.2156420088349904,-0.2654264891090321,-0.31609845779816226,-0.3669025030025921,-0.41711109190688944,-0.4660374033859114,-0.5130424349753469,-0.5575373865794973,-0.598999471098594,-0.6369707718282882,-0.671048138208576,-0.7008837237744103,-0.7261791279370868,-0.7466812559522538,-0.762176566443685,-0.772493234875057,-0.7775097994194766,-0.777161185419132,-0.771446015029909,-0.7604314723604091,-0.744252257727112,-0.7231089531810824,-0.6972634352330971,-0.6670287866034101,-0.632756248916138,-0.594818277876044,-0.553588145152375,-0.5094234445092951,-0.46265735830431254,-0.4135890996901139,-0.36246673836501486,-0.30949469212751524,-0.25488309754116756,-0.19887420407438583,-0.14172704502797728,-0.08374174143938262,-0.02528610459637548,0.03317816930483275,0.09107511608354457,0.14775786621711973,0.20253803021347494,0.2546869025003389,0.3034625349139901,0.34816270868434174,0.3881725477915694,0.4230008942937076,0.4523130459195528,0.47596189029232505,0.49400793064377524,0.5067188442088053,0.5145518847178181,0.5181274759177512,0.5181989304594623,0.5156179625490296,0.5112867000360666,0.5061013654058542,0.5009039555379076,0.4964367946705721,0.4932993908973202,0.49192171098007975,0.49255008779771003,0.495234850365847,0.4998293868706014,0.5060132935787891,0.5133288932868538,0.5212191233940047,0.5290716922451253,0.5362701690670946,0.5422437166272118,0.5465144649623852,0.5487394613860914
0.009254475606795154,0.010127410286557392,0.011916171803889597,0.014700519122968103,0.01858042904910917,0.023653437713974768,0.02999508281537544,0.03763891955001952,0.0465516487482347,0.05661109641694395,0.06759526917862502,0.0791806354604887,0.09094267921611277,0.10236205052521541,0.11284343219836046,0.12174083914206335,0.12838351698245276,0.13210620062523049,0.13228409521182982,0.12836736454767106,0.11990953076745825,0.10658755080399374,0.08821529167882147,0.06475354115914911,0.03631607932736358,0.0031654693445517523,-0.03430074313148168,-0.07556713670419413,-0.1200222835400524,-0.16698223817569158,-0.21571274945378605,-0.2654572298802549,-0.31546445422412717,-0.36500613898530787,-0.41338930076014435,-0.45996301691359065,-0.5041213840809178,-0.5453195319494597,-0.5830729501519301,-0.6169480152801299,-0.6465635342073313,-0.671587097583668,-0.6917325364701981,-0.7067554886051823,-0.7164573994362655,-0.7206962248720146,-0.7193942590150755,-0.7125468811847924,-0.7002285371627011,-0.682592342756152,-0.6598684654029086,-0.6323589638125071,-0.6004262410676517,-0.5644775066260763,-0.5249452100605225,-0.4822641363152371,-0.43685173215017414,-0.38909585527190416,-0.3393421085383608,-0.28787401308500193,-0.23491855077607227,-0.1806946083205645,-0.1254391362836742,-0.06939205925597491,-0.012822191642101188,0.043943689405935515,0.10049162832592629,0.15629667110518142,0.21076328884194595,0.26325170644992113,0.3130757871476675,0.3595274540300437,0.4019281132549679,0.439675469658539,0.4722799591835951,0.4993983058518694,0.520865947899452,0.536719180398066,0.5471975609147961,0.5527293009764946,0.5539076424216063,0.5514629703074547,0.5462304536616642,0.5391039255479626,0.5309810381567956,0.5227158120071493,0.5150729475486884,0.5086835853922764,0.5040175008926155,0.5013678370532517,0.5008368660441391,0.5023327235916781,0.5055905264913889,0.5102071355018154,0.515677038333763,0.5214347783923756,0.5269050361208514,0.5315513596965502,0.5349224028544199,0.536693087962334
0.03236185578678885,0.033313829003077444,0.035261041872288956,0.03828403424252258,0.042483888200138153,0.04795943053025553,0.05478744393370505,0.06300255426720014,0.07257257307534815,0.0833766148812316,0.09519411913058207,0.10770305121747015,0.12048008617743733,0.13300641849582462,0.1446866589778466,0.15487423938326117,0.16289699779686373,0.16808668911892255,0.1698134893091492,0.16752046298545054,0.16075192490045254,0.14917321214120705,0.1325837730203432,0.11092727018346693,0.0842982511792627,0.05293856589644008,0.017224303872652058,-0.02235036928695422,-0.06519423747246833,-0.11064172969727792,-0.15797414324954673,-0.20644645418333596,-0.25531417120262745,-0.30385057186293807,-0.35135848140767223,-0.39717656750373465,-0.4406828351439742,-0.4813107961477243,-0.5185492578816309,-0.551933507054386,-0.5810479078725024,-0.6055246127958469,-0.6250427676278179,-0.6393255756860583,-0.6481463290739811,-0.6513413617310277,-0.6488198821169959,-0.6405743356236684,-0.6266876553902563,-0.607333637140556,-0.582775389021279,-0.5533595901451349,-0.5195033816139158,-0.48167611394998744,-0.44037692372246795,-0.39610908933927647,-0.34935686494942786,-0.30056935540963536,-0.25014439761709184,-0.19840576287286638,-0.14560647253502168,-0.09197609609300628,-0.0377465372832404,0.016862881063630653,0.07161782474643985,0.12623724698968886,0.18036092217676014,0.23352189057419537,0.28518362775797357,0.33476295031303493,0.3816241924006363,0.42510062208722843,0.46454402849779797,0.4993705186175248,0.5290968663428828,0.5533748131558838,0.5720247638893596,0.5850601439336742,0.592692860331951,0.5953219228909745,0.5935128560605136,0.5879724431591171,0.5795187122366627,0.5690369035733909,0.5574262987872203,0.5455537919752516,0.5342080286522162,0.524054044069544,0.5156043109521704,0.5092022145827855,0.5050058324704594,0.5029821965097057,0.5029262301991224,0.504493602107928,0.5072344205196799,0.5106337857136225,0.5141607807652804,0.517316107551693,0.5196770787640759,0.5209379185876486
0.05770710907378884,0.05875524856666914,0.0608946515486366,0.06420566821294926,0.06878914103602085,0.07474357121280661,0.0821452234690696,0.09102801140541317,0.10135920390231945,0.11301783999046222,0.12578384556519495,0.13933623070921897,0.15325292298274462,0.16701622675111594,0.1800317305716561,0.19165377770023895,0.201210667760094,0.2080333019464291,0.2114890590449363,0.21101609212801975,0.20615152132315018,0.19655078368160162,0.18200021315252002,0.16242713567062594,0.1379070901064523,0.10866084529801867,0.0750420706223025,0.03752215287602212,-0.0033299445840668795,-0.04686953943281935,-0.09239636859224731,-0.13918009460996927,-0.1864861741465802,-0.2335926482743531,-0.27980122694025056,-0.32444297870956973,-0.36688227696214426,-0.40653304793893597,-0.44285898188357464,-0.47536536867914947,-0.5036027569613566,-0.5271680874784579,-0.54570575424151,-0.5589063255512485,-0.5665147530710044,-0.5683457114068062,-0.5642955965084155,-0.5543546533060777,-0.5386156328369793,-0.5172750614951553,-0.4906318252662629,-0.45908086620998745,-0.4230984577314416,-0.38322108651703957,-0.3400200109516902,-0.2940727111709265,-0.24593599858992832,-0.19612574747146994,-0.14509704556868996,-0.09321815745967399,-0.04077135656491748,0.012001165327362173,0.0648720550646118,0.1176436318430234,0.1701186262432799,0.222065783776074,0.2731840168714257,0.32307091637994745,0.37125640809865956,0.4172219184061845,0.46039051656183005,0.5001450064195438,0.5358753799940104,0.5670233415785191,0.593118377167869,0.6138126470852256,0.6289158464197868,0.638421783170827,0.6425170041324435,0.6415727915706952,0.6361277870944662,0.6268655465687942,0.6145870383807761,0.6001688838912429,0.5845120437739268,0.5684965665109587,0.5529356635400973,0.5385292599777074,0.525833874238117,0.5152447962040156,0.5069778457021812,0.5010611101562006,0.4973516255706869,0.49556622115136406,0.49531290158385843,0.49612942802549753,0.49753116845701584,0.4990575746718662,0.5003158503610337,0.5010203364821422
0.0849204876419094,0.0860826597833011,0.08844934249539449,0.09209948556345182,0.097132013478614,0.10364308877086614,0.11170627406157507,0.12135257608059646,0.1325466898461798,0.1451659015401674,0.15898945970545242,0.17369686726902955,0.18886740480050435,0.20398524220800596,0.2184583311117052,0.23164388830809912,0.2428731401797677,0.2514789884042301,0.25682908833915974,0.2583597876758432,0.2556039879424219,0.2482099346678126,0.2359531485240467,0.21874638011108516,0.19664729076704646,0.16985600474184537,0.13870347411243245,0.10363728067605393,0.06520239422086149,0.02402017699829173,-0.01923058894196572,-0.06383776903105343,-0.10908061573582017,-0.15424599398153305,-0.19863864782197993,-0.24158613039163868,-0.2824430727314109,-0.3206074044865801,-0.35552091762129123,-0.38666171937072136,-0.41354891652878223,-0.43574615917032133,-0.45286462101570635,-0.4645635135547934,-0.4705605738148648,-0.4706498682443936,-0.46471607381910474,-0.4527484889007809,-0.43485121289056394,-0.41124543024905336,-0.3822682051391695,-0.34836565720810597,-0.3100766141773761,-0.2680085496608484,-0.2228090350052554,-0.17513418106706524,-0.12561787117134315,-0.07484716699833882,-0.023338518794318475,0.02849172475870887,0.08032920188412618,0.13191728450844664,0.18303257758962843,0.23349977937235167,0.283160829026869,0.33183783522660804,0.3792938105091963,0.42519715149390436,0.46915156702748106,0.5107112300575665,0.5493666234526273,0.5845590219454948,0.6157255025250805,0.6423419087867046,0.6639583899406745,0.6802346609188135,0.6909758452316623,0.6961611934706866,0.6959558873042937,0.6907064662773337,0.680926767822271,0.6672784184713549,0.6505459659003634,0.6315975461826753,0.6113355955864961,0.5906529361739672,0.5703869371964032,0.5512720739234283,0.5339086646230697,0.5187437573231932,0.5060509004993179,0.4959193932301673,0.48826870538330525,0.4828772670198731,0.479411472581063,0.4774622476258372,0.47659173688528256,0.47637858432324265,0.47646023034120333,0.47657134926733136
